pagina,id_doc,remetente,destinatario,data,tipo_doc,onomastico,memo_resumo
4497,CO_2902,Eugenio Luraghi,Candido Portinari,25/07/1951,Carta,null,"Comenta a mudança de endereço de Portinari, imaginando a bela vista que deve ter. Diz estar enviando uma resenha sobre o livro, publicada em ""Domus"". Afirma que participar da Bienal de Gênova não vale a pena, melhor pensar na Bienal de Veneza ou na possibilidade de uma mostra individual, como a que fez em Paris."
4498,CO_2903,Eugenio Luraghi,Candido Portinari,30/09/1951,Comunicado,null,"Texto de um comunicado do Ministério da Instrução Pública Italiana sobre a publicação, pela Edizione della Meridiana, de livro sobre Portinari e sua obra, apresentado por Eugenio Luraghi."
4499,CO_2904,Eugenio Luraghi,Candido Portinari,10/11/1951,Carta,Rafael Alberti,"Acusa recebimento de carta de Portinari. Pede foto do novo mural para a Bahia. Dá notícias de Rafael Alberti. Comenta que Raymont Cogniat teceu comentários favoráveis ao livro, na revista ""Arts""."
4500,CO_2905,Eugenio Luraghi,Candido Portinari,16/05/1952,Carta,Germana Marucelli,"Agradece o envio de presente, por meio de Marucelli, e pede confirmação de que Portinari irá à Itália no final do ano. Insiste no envio de fotos de obras novas, para que possa acompanhar o que ele anda fazendo. Dá apoio ao pintor para que não participe da Bienal de Veneza deste ano. Pede confirmação sobre um novo livro a ser publicado. Comenta que Rafael Alberti escreveu que vai a Paris em outubro, e sugere  encontrarem-se - ele, Portinari e Alberti - em Paris."
4502,CO_2906,Eugenio Luraghi,Candido Portinari,22/12/1952,Carta,Carlos Drummond de Andrade,"Acusa recebimento da fotografia do esboço dos painéis para a ONU. Diz que fará publicá-la na revista ""Domus"" ou semelhante. Dá notícias do poeta Ungaretti. Alegra-se que o microscópio tenha chegado ao Rio. Trata de assuntos pessoais."
4504,CO_2907,Eugenio Luraghi,Candido Portinari,30/06/1953,Carta,null,"Acusa recebimento de cartas de Maria e de Portinari, mostrando-se preocupado com a notícia da doença de Portinari. Estimula o artista a viajar para a Europa, sugerindo visita a Chiampo. Conta ter gostado do Cristo de Batatais, do D. Quixote e Sancho Pança."
4506,CO_2908,Eugenio Luraghi,Candido Portinari,19/12/1953,Carta,null,"Felicita Portinari pelo cinquentenário, perguntando pelo catálogo de todas as suas obras. Informa que deverá ir ao Brasil no início de 1954, mas que avisará."
4507,CO_2909,Eugenio Luraghi,Candido Portinari,18/02/1954,Carta,null,"Acusa recebimento de catálogo do Museu de São Paulo, avisando estar enviando recortes de ""Oggi"" e de ""Tempo"", onde escreveu sobre seu aniversário de 50 anos. Informa que vai tentar organizar uma exposição dele em Milão. Avisa que adiou sua viagem ao Brasil para fins de abril."
4508,CO_2910,Eugenio Luraghi,Candido Portinari,02/03/1954,Carta,Valério Gerometta,"Informa estar enviando um artigo da ""Gassetta del Popolo"", esperando que tenha recebido os enviados na carta anterior. Avisa do casamento de sua filha, Titti."
4509,CO_2911,Eugenio Luraghi,Candido Portinari,23/07/1954,Carta,Pietro Maria Bardi,"Mostra-se feliz por saber que os painéis para a ONU serão realizados. Fala sobre os preparativos do livro. Reclama do excesso de trabalho que ainda não lhe permitiu ver as obras de Portinari na Bienal de Veneza. Comenta a doação de quadro de Portinari, por Pietro Maria Bardi, ao Museu de Milão."
4511,CO_2912,Eugenio Luraghi,Candido Portinari,22/03/1954,Carta,Valério Gerometta,"Diz-se contente porque Portinari gostou de seus artigos. Comenta o lançamento de uma nova revista ""Civiltà delle macchine"". Diz estar de partida, ainda não sabendo se irá primeiro a Buenos Aires ou ao Rio. Comenta assuntos pessoais."
4513,CO_2913,Eugenio Luraghi,Candido Portinari,08/11/1954,Carta,Chiara Luraghi,"Lamenta o adiamento da viagem de Portinari à Itália. Comenta que a edição do livro caminha bem, mas que modificará o título para ""Disegni di Portinari"". Lamenta que a revista enviada tenha se perdido."
4515,CO_2914,Eugenio Luraghi,Candido Portinari,16/06/1954,Carta,Rafael Alberti,"Comenta que precisou retardar sua volta à Itália, agradecendo os dias que passou no Rio. Mostra-se animado com o álbum de desenhos que estão preparando. Diz ter notícias da saúde dele por Gerometta. Faz planos para a visita do pintor à Itália. Informa que Rafael Alberti deverá ir também."
4516,CO_2915,Eugenio Luraghi,Candido Portinari,13/08/1954,Carta,Valério Gerometta,"Acusa recebimento de carta, das fotografias e dos desenhos enviados por Portinari para o álbum, especificando seu formato e informando que deverá ser publicado pela ILTE, de Turim. Pede que Portinari precise a data de sua chegada à Itália, de modo a providenciar acomodações."
4518,CO_2916,Eugenio Luraghi,Candido Portinari,01/09/1954,Carta,Valério Gerometta,Trata de detalhes sobre o livro que deve sair no Natal. Diz esperar notícias sobre a ida de Portinari à Itália.
4519,CO_2917,Eugenio Luraghi,Candido Portinari,11/12/1954,Carta,null,"Informa ter estado na editora, comentando detalhes do livro e que reservou 50 exemplares para Portinari. Para a venda no Brasil, pergunta se Portinari conhece algum distribuidor sério. Diz que fará um artigo para ser publicado na revista ""Ferrania"". Informa que o livro se chamará ""Disegni de Portinari"" e a tiragem será de 1500 cópias numeradas."
4521,CO_2918,Eugenio Luraghi,Candido Portinari,25/02/1955,Bilhete,Valério Gerometta,Informa que enviará o primeiro exemplar do livro por um amigo e que Gerometta levará outra cópia.
4522,CO_2919,Eugenio Luraghi,Candido Portinari,28/02/1955,Carta,Valério Gerometta,"Diz imaginar que Portinari já tenha recebido o primeiro exemplar do livro, que ele enviou através de um amigo, informando que Gerometta levará outro e, tão logo possa, enviará 50 cópias. Informa que recebeu carta da José Olympio com algumas dúvidas. Tece considerações sobre o problema de distribuição do livro em outros países. Diz-se feliz com o começo das obras para a ONU, mas mostra-se preocupado com a saúde do pintor."
4523,CO_2920,Eugenio Luraghi,Candido Portinari,01/04/1955,Carta,Rafael Alberti,"Diz-se feliz porque Portinari aprovou o livro. Avisa da expedição de 50 cópias, ressaltando que devolverá originais por alguém de confiança que vá ao Rio. E que mandará um exemplar a Rafael Alberti, perguntando se o artista deseja que seja enviado a mais algum amigo na Europa."
4524,CO_2921,Eugenio Luraghi,Candido Portinari,26/05/1955,Carta,Renzo Biasion,"Informa sobre dificuldades para o envio de caixa com exemplares do livro, gratuitos, para Portinari, uma vez que o Consulado brasileiro em Gênova não forneceu o visto de embarque. Pede que Portinari use sua influência junto a alguém do governo brasileiro, uma vez que não se trata de uma exportação para venda. Torna a perguntar a quem deve enviar livro, na Europa. Ressalta que o livro está tendo o sucesso esperado, enviando crítica de Biasion em ""Oggi""."
4525,CO_2922,Eugenio Luraghi,Candido Portinari,03/06/1955,Carta,Francis Jourdain,"Comunica que, finalmente, foram embarcados os livros, oferecidos gratuitamente a Portinari. Comenta que o crítico Marziano Bernardi falará sobre o livro na Rádio Italiana e que enviará o texto. Pede que Portinari continue mandando fotografias de seus trabalhos, para que possa manter atualizado o seu arquivo, já que pensa em fazer exposição dele na Europa, melhor, na Itália - dos grandes murais podem usar os esboços e fotografias. Informa que recebeu carta de Francis Jourdain para Portinari, após ter recebido o livro, segundo pedido de Portinari. Recebeu também carta da sra. Nina Zanconato, de Chiampo, que teria escrito a Portinari, pedindo que fizesse um retrato, sem receber resposta."
4526,CO_2923,Eugenio Luraghi,Candido Portinari,18/06/1955,Carta,Assis Chateaubriand,"Informa que Gerometta escreveu, acusando a chegada dos livros para Portinari e sugerindo, para o próximo envio, pedir auxílio à Embaixada Italiana. Também pensam na Embaixada, quanto à exposição na Itália. Diz estar enviando texto do discurso do crítico Marziano Bernardi na rádio. Mostra-se contente com o fato de Assis Chateaubriand ter arranjado local para que Portinari execute os painéis para a ONU, pedindo fotografias dos esboços."
4527,CO_2924,Eugenio Luraghi,Candido Portinari,19/07/1955,Carta,Mário Dionísio,"Acusa recebimento de carta de Mário Dionísio, a quem enviou exemplar do livro, como recomendado por Portinari. O crítico português informou que escreverá artigo sobre Portinari na revista ""Vértice"". Comenta estar havendo dificuldade de comunicação entre a editora ILTE e José Olympio. Sugere que Portinari deixe o assunto por conta de Gerometta."
4528,CO_2925,Eugenio Luraghi,Candido Portinari,31/10/1955,Bilhete,null,"Informa estar enviando número da revista ""Ferrania"" que contém artigo de sua autoria sobre a obra de Portinari"
4529,CO_2926,Eugenio Luraghi,Candido Portinari,25/01/1956,Carta,Juscelino Kubitschek,"Mostra-se satisfeito com a premiação (medalha de ouro) recebida por Portinari. Conta que, quando Juscelino Kubitschek esteve na Itália, ouviu-o elogiar muito a Portinari. Comenta sobre a expedição dos livros para o Brasil, que está sendo conduzida por Gerometta. Pergunta pelos painéis da ONU. Dá notícias de Rafael Alberti."
4530,CO_2927,Eugenio Luraghi,Candido Portinari,23/02/1956,Carta,Chiara Luraghi,"Alegra-se com a notícia da viagem de Portinari à Itália, informando que escreveu a Gerometta para procurar determinada agência no Rio, onde poderá obter condições especiais. Pergunta qual a programação, quanto tempo o artista ficará, se ficará baseado em Roma, se quer ficar em hotel ou alugar um pequeno apartamento. Quanto a um estúdio para pintar, oferece o de sua filha, Chiara, que ficará honrada."
4531,CO_2928,Eugenio Luraghi,Candido Portinari,13/03/1956,Carta,Valério Gerometta,Mostra-se feliz pelo sucesso alcançado com os painéis para a ONU. Diz que pretende discutir mais a fundo as declarações de Portinari de que a pintura acabou. Pergunta pela viagem de Portinari à Itália.
4532,CO_2929,Eugenio Luraghi,Candido Portinari,26/03/1956,Carta,Valério Gerometta,"Acusa recebimento de carta, confirmando a viagem de Portinari à Itália. Pergunta a preferência do pintor quanto à localização do hotel. Comenta sobre a reprodução dos painéis da ONU, em revista enviada por Portinari."
4533,CO_2930,Eugenio Luraghi,Maria Portinari,03/07/1956,Carta,null,"Desculpa-se pela demora em agradecer, em nome de sua esposa, as flores enviadas.  E lamenta não terem podido encontrar-se com ela, o que esperam fazer quando os Portinaris voltarem à Itália, talvez em Gardone."
4534,CO_2931,Eugenio Luraghi,Candido Portinari,07/11/1956,Carta,null,"Reclama da falta de notícias. Fala nos desenhos de Israel e na possibilidade de serem editados, por editora holandesa ou francesa. Pergunta pela exposição do pintor. Comenta a situação política na Europa e assuntos pessoais."
4535,CO_2932,Eugenio Luraghi,Maria Portinari,15/11/1956,Carta,Abrahão Koogan,"Alegra-se que Portinari tenha resolvido encarregá-lo de tratar da edição do livro, pondo-se à disposição do sr. Koogan. Aconselha Portinari a retirar logo suas obras de Israel, enviando-as a Paris (onde fará exposição na Primavera), devido à situação de guerra em Israel. Mostra-se contente com a premiação da Guggenheim.Em carta a Maria, faz referência à carta enviada a Candido, onde mostra-se preocupado com as obras dele, que se encontram em Israel, sugerindo sua interferência. Diz que sua filha Chiara irá ao Brasil breve."
4537,CO_2933,Eugenio Luraghi,Candido Portinari,09/01/1957,Carta,Abrahão Koogan,Relata seu entendimento com Koogan sobre a edição do livro com os desenhos de Israel e os verbetes da Bíblia. Pergunta se a viagem de Portinari a Paris e Itália está confirmada para março. Deseja que esteja bem de saúde.
4538,CO_2934,Eugenio Luraghi,Candido Portinari,28/01/1959,Carta,null,"Acusa recebimento das cartas de Portinari e de Maria. Informa que enviou artigo que fez para a revista ""Tempo"". Lamenta os problemas com seus quadros junto à Alfândega americana. Pergunta pelas poesias de Portinari e pela sua saúde."
4539,CO_2935,Eugenio Luraghi,Candido Portinari,21/01/1957,Carta,Abrahão Koogan,"Acusa o recebimento dos desenhos de Israel. Faz considerações acerca da edição, enviando cópia de carta que escreveu ao editor Koogan. Mostra-se satisfeito em saber que Portinari irá a Paris para sua exposição. Diz que escreverá sobre a viagem de sua filha ao Brasil."
4540,CO_2936,Eugenio Luraghi,Candido Portinari,29/01/1958,Carta,Abrahão Koogan,"Informa ter recebido o primeiro exemplar do livro ""Israel"" e que espera notícias de Koogan sobre o aparecimento do livro em Nova York. Confirma o pedido para expor desenhos de Portinari na inauguração de uma galeria de arte em Bolonha."
4541,CO_2937,Eugenio Luraghi,Candido Portinari,05/02/1958,Carta,Abrahão Koogan,"Diz-se contente com a homenagem prestada a Portinari no México. Observa que ele, na verdade, ao concordar em expor suas obras, é que honrou a Bienal. Sabedor que o pintor vem trabalhando muito, mostra-se preocupado com sua saúde. Comenta que será inaugurada a exposição na Galleria del Libraio, lamentando que só apresente os desenhos de Israel. Elogia o livro, esperando uma posição de Koogan quanto à distribuição. Quanto à obra que Portinari lhe deu e que participou de mostra na Alemanha, pensa sobre a melhor maneira dela lhe ser entregue."
4542,CO_2938,Eugenio Luraghi,Candido Portinari,12/02/1958,Carta,null,"Esperando que Portinari tenha recebido o primeiro exemplar do livro ""Israel"", trata da distribuição do mesmo, a cargo de Koogan. Comenta que a exposição de Bolonha foi um sucesso, avisando estar enviando alguns recortes de jornal a respeito. Transcreve o artigo publicado em ""Il Resto del Carlino""."
4544,CO_2939,Eugenio Luraghi,Candido Portinari,15/02/1957,Carta,Abrahão Koogan,"Espera que Portinari tenha recebido sua carta de 21 de janeiro, com a qual enviou cópia da carta enviada a Koogan. Informa que recebeu os desenhos e que já completou os versículos da Bíblia, faltando traduzir o prefácio. Pede que o pintor envie os dados biográficos que lhe faltam. Avisa estar enviando cópia de outra carta sua à Koogan, pedindo uma decisão efetiva, pois pretende conseguir uma redução no preço dos editores, mas depende da quantidade de exemplares."
4545,CO_2940,Eugenio Luraghi,Candido Portinari,09/03/1957,Carta,Abrahão Koogan,"Mostra-se preocupado com a saúde do sr. Baptista. Relata o andamento das negociações da edição do livro, enviando cópia de carta que mandou ao editor Koogan. Mostra-se interessado em expor em Milão e Roma os desenhos de Israel, esperando ansioso a abertura da exposição em Paris. Fala na viagem de Chiara ao Brasil."
4546,CO_2941,Eugenio Luraghi,Candido Portinari,16/11/1951,Carta,null,"Informa ter enviado carta ao Ministério da Educação sobre o livro, bem como o texto de uma transmissão para a Rádio Italiana. Pede foografia das obras."
4547,CO_2942,Eugenio Luraghi,Candido Portinari,15/03/1958,Carta,Chiara Luraghi,"Relata as providências tomadas para a expedição dos exemplares do livro ""Israel"", bem como dos originais. Diz que irá tentar conseguir a reprodução do retrato de João, que ilustrava a capa do primeiro livro e que espera pelo seu quadro da ""Guerra"". Conta ter sido um sucesso a exposição de Chiara."
